i:      0, sim time:  0.000, wall time:  0 seconds, Δt:  0.0101, advective CFL: 0.00e+00, diffusive CFL: 1.43e-02
i:   2030, sim time:  24.430, wall time: 1.405 minutes, Δt:  0.0075, advective CFL: 5.15e-01, diffusive CFL: 1.06e-02
i:   2040, sim time:  24.505, wall time: 1.406 minutes, Δt:  0.0075, advective CFL: 5.20e-01, diffusive CFL: 1.06e-02
i:   2050, sim time:  24.580, wall time: 1.407 minutes, Δt:  0.0072, advective CFL: 5.00e-01, diffusive CFL: 1.01e-02
i:   2060, sim time:  24.652, wall time: 1.408 minutes, Δt:  0.0072, advective CFL: 5.03e-01, diffusive CFL: 1.01e-02
i:   2070, sim time:  24.723, wall time: 1.410 minutes, Δt:  0.0072, advective CFL: 5.05e-01, diffusive CFL: 1.01e-02
i:   2080, sim time:  24.795, wall time: 1.411 minutes, Δt:  0.0072, advective CFL: 5.06e-01, diffusive CFL: 1.01e-02
i:   2090, sim time:  24.866, wall time: 1.412 minutes, Δt:  0.0072, advective CFL: 5.07e-01, diffusive CFL: 1.01e-02
i:   2100, sim time:  24.938, wall time: 1.413 minutes, Δt:  0.0069, advective CFL: 5.00e-01, diffusive CFL: 9.83e-03
i:   2110, sim time:  25.007, wall time: 1.415 minutes, Δt:  0.0069, advective CFL: 5.05e-01, diffusive CFL: 9.83e-03
i:   2120, sim time:  25.076, wall time: 1.416 minutes, Δt:  0.0069, advective CFL: 5.08e-01, diffusive CFL: 9.83e-03
i:   2130, sim time:  25.146, wall time: 1.417 minutes, Δt:  0.0069, advective CFL: 5.06e-01, diffusive CFL: 9.83e-03
i:   2140, sim time:  25.215, wall time: 1.418 minutes, Δt:  0.0069, advective CFL: 5.04e-01, diffusive CFL: 9.83e-03
i:   2150, sim time:  25.285, wall time: 1.419 minutes, Δt:  0.0070, advective CFL: 5.00e-01, diffusive CFL: 9.87e-03
i:   2160, sim time:  25.354, wall time: 1.421 minutes, Δt:  0.0070, advective CFL: 4.92e-01, diffusive CFL: 9.87e-03
i:   2170, sim time:  25.424, wall time: 1.422 minutes, Δt:  0.0070, advective CFL: 4.90e-01, diffusive CFL: 9.87e-03
i:   2180, sim time:  25.494, wall time: 1.423 minutes, Δt:  0.0070, advective CFL: 4.96e-01, diffusive CFL: 9.87e-03
i:   2190, sim time:  25.564, wall time: 1.424 minutes, Δt:  0.0070, advective CFL: 5.04e-01, diffusive CFL: 9.87e-03
i:   2200, sim time:  25.633, wall time: 1.425 minutes, Δt:  0.0069, advective CFL: 5.00e-01, diffusive CFL: 9.75e-03
i:   2210, sim time:  25.702, wall time: 1.426 minutes, Δt:  0.0069, advective CFL: 5.05e-01, diffusive CFL: 9.75e-03
i:   2220, sim time:  25.771, wall time: 1.428 minutes, Δt:  0.0069, advective CFL: 5.08e-01, diffusive CFL: 9.75e-03
i:   2230, sim time:  25.840, wall time: 1.429 minutes, Δt:  0.0069, advective CFL: 5.08e-01, diffusive CFL: 9.75e-03
i:   2240, sim time:  25.909, wall time: 1.430 minutes, Δt:  0.0069, advective CFL: 5.06e-01, diffusive CFL: 9.75e-03
i:   2250, sim time:  25.977, wall time: 1.431 minutes, Δt:  0.0069, advective CFL: 5.00e-01, diffusive CFL: 9.77e-03
i:   2260, sim time:  26.041, wall time: 1.433 minutes, Δt:  0.0069, advective CFL: 4.93e-01, diffusive CFL: 9.77e-03
i:   2270, sim time:  26.110, wall time: 1.434 minutes, Δt:  0.0069, advective CFL: 4.94e-01, diffusive CFL: 9.77e-03
i:   2280, sim time:  26.179, wall time: 1.435 minutes, Δt:  0.0069, advective CFL: 5.03e-01, diffusive CFL: 9.77e-03
i:   2290, sim time:  26.248, wall time: 1.436 minutes, Δt:  0.0069, advective CFL: 5.13e-01, diffusive CFL: 9.77e-03
i:   2300, sim time:  26.317, wall time: 1.437 minutes, Δt:  0.0066, advective CFL: 5.00e-01, diffusive CFL: 9.34e-03
i:   2310, sim time:  26.383, wall time: 1.439 minutes, Δt:  0.0066, advective CFL: 5.08e-01, diffusive CFL: 9.34e-03
i:   2320, sim time:  26.449, wall time: 1.440 minutes, Δt:  0.0066, advective CFL: 5.16e-01, diffusive CFL: 9.34e-03
i:   2330, sim time:  26.515, wall time: 1.441 minutes, Δt:  0.0066, advective CFL: 5.25e-01, diffusive CFL: 9.34e-03
i:   2340, sim time:  26.581, wall time: 1.443 minutes, Δt:  0.0066, advective CFL: 5.36e-01, diffusive CFL: 9.34e-03
i:   2350, sim time:  26.647, wall time: 1.444 minutes, Δt:  0.0060, advective CFL: 5.00e-01, diffusive CFL: 8.55e-03
i:   2360, sim time:  26.707, wall time: 1.445 minutes, Δt:  0.0060, advective CFL: 5.11e-01, diffusive CFL: 8.55e-03
i:   2370, sim time:  26.768, wall time: 1.446 minutes, Δt:  0.0060, advective CFL: 5.22e-01, diffusive CFL: 8.55e-03
i:   2380, sim time:  26.828, wall time: 1.447 minutes, Δt:  0.0060, advective CFL: 5.32e-01, diffusive CFL: 8.55e-03
i:   2390, sim time:  26.889, wall time: 1.448 minutes, Δt:  0.0060, advective CFL: 5.40e-01, diffusive CFL: 8.55e-03
i:   2400, sim time:  26.949, wall time: 1.450 minutes, Δt:  0.0055, advective CFL: 5.00e-01, diffusive CFL: 7.80e-03
i:   2410, sim time:  27.000, wall time: 1.451 minutes, Δt:  0.0055, advective CFL: 5.05e-01, diffusive CFL: 7.80e-03
i:   2420, sim time:  27.055, wall time: 1.452 minutes, Δt:  0.0055, advective CFL: 5.09e-01, diffusive CFL: 7.80e-03
i:   2430, sim time:  27.110, wall time: 1.454 minutes, Δt:  0.0055, advective CFL: 5.10e-01, diffusive CFL: 7.80e-03
i:   2440, sim time:  27.165, wall time: 1.455 minutes, Δt:  0.0055, advective CFL: 5.14e-01, diffusive CFL: 7.80e-03
i:   2450, sim time:  27.220, wall time: 1.456 minutes, Δt:  0.0054, advective CFL: 5.00e-01, diffusive CFL: 7.60e-03
i:   2460, sim time:  27.274, wall time: 1.457 minutes, Δt:  0.0054, advective CFL: 4.99e-01, diffusive CFL: 7.60e-03
i:   2470, sim time:  27.328, wall time: 1.459 minutes, Δt:  0.0054, advective CFL: 4.95e-01, diffusive CFL: 7.60e-03
i:   2480, sim time:  27.381, wall time: 1.460 minutes, Δt:  0.0054, advective CFL: 4.92e-01, diffusive CFL: 7.60e-03
i:   2490, sim time:  27.435, wall time: 1.461 minutes, Δt:  0.0054, advective CFL: 4.87e-01, diffusive CFL: 7.60e-03
i:   2500, sim time:  27.489, wall time: 1.462 minutes, Δt:  0.0056, advective CFL: 5.00e-01, diffusive CFL: 7.92e-03
i:   2510, sim time:  27.544, wall time: 1.463 minutes, Δt:  0.0056, advective CFL: 4.91e-01, diffusive CFL: 7.92e-03
i:   2520, sim time:  27.600, wall time: 1.465 minutes, Δt:  0.0056, advective CFL: 4.79e-01, diffusive CFL: 7.92e-03
i:   2530, sim time:  27.656, wall time: 1.466 minutes, Δt:  0.0056, advective CFL: 4.68e-01, diffusive CFL: 7.92e-03
i:   2540, sim time:  27.712, wall time: 1.467 minutes, Δt:  0.0056, advective CFL: 4.55e-01, diffusive CFL: 7.92e-03
i:   2550, sim time:  27.768, wall time: 1.468 minutes, Δt:  0.0062, advective CFL: 4.85e-01, diffusive CFL: 8.71e-03
i:   2560, sim time:  27.830, wall time: 1.469 minutes, Δt:  0.0062, advective CFL: 4.68e-01, diffusive CFL: 8.71e-03
i:   2570, sim time:  27.891, wall time: 1.471 minutes, Δt:  0.0062, advective CFL: 4.49e-01, diffusive CFL: 8.71e-03
i:   2580, sim time:  27.953, wall time: 1.472 minutes, Δt:  0.0062, advective CFL: 4.31e-01, diffusive CFL: 8.71e-03
i:   2590, sim time:  28.012, wall time: 1.473 minutes, Δt:  0.0062, advective CFL: 4.37e-01, diffusive CFL: 8.71e-03
i:   2600, sim time:  28.074, wall time: 1.474 minutes, Δt:  0.0068, advective CFL: 4.88e-01, diffusive CFL: 9.58e-03
i:   2610, sim time:  28.142, wall time: 1.476 minutes, Δt:  0.0068, advective CFL: 4.97e-01, diffusive CFL: 9.58e-03
i:   2620, sim time:  28.209, wall time: 1.477 minutes, Δt:  0.0068, advective CFL: 5.07e-01, diffusive CFL: 9.58e-03
i:   2630, sim time:  28.277, wall time: 1.478 minutes, Δt:  0.0068, advective CFL: 5.16e-01, diffusive CFL: 9.58e-03
i:   2640, sim time:  28.345, wall time: 1.479 minutes, Δt:  0.0068, advective CFL: 5.25e-01, diffusive CFL: 9.58e-03
i:   2650, sim time:  28.412, wall time: 1.480 minutes, Δt:  0.0064, advective CFL: 5.00e-01, diffusive CFL: 9.00e-03
i:   2660, sim time:  28.476, wall time: 1.482 minutes, Δt:  0.0064, advective CFL: 5.06e-01, diffusive CFL: 9.00e-03
i:   2670, sim time:  28.539, wall time: 1.483 minutes, Δt:  0.0064, advective CFL: 5.11e-01, diffusive CFL: 9.00e-03
i:   2680, sim time:  28.603, wall time: 1.484 minutes, Δt:  0.0064, advective CFL: 5.15e-01, diffusive CFL: 9.00e-03
i:   2690, sim time:  28.666, wall time: 1.485 minutes, Δt:  0.0064, advective CFL: 5.18e-01, diffusive CFL: 9.00e-03
i:   2700, sim time:  28.730, wall time: 1.486 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.64e-03
i:   2710, sim time:  28.791, wall time: 1.488 minutes, Δt:  0.0061, advective CFL: 5.03e-01, diffusive CFL: 8.64e-03
i:   2720, sim time:  28.852, wall time: 1.489 minutes, Δt:  0.0061, advective CFL: 5.06e-01, diffusive CFL: 8.64e-03
i:   2730, sim time:  28.913, wall time: 1.490 minutes, Δt:  0.0061, advective CFL: 5.10e-01, diffusive CFL: 8.64e-03
i:   2740, sim time:  28.974, wall time: 1.491 minutes, Δt:  0.0061, advective CFL: 5.13e-01, diffusive CFL: 8.64e-03
i:   2750, sim time:  29.030, wall time: 1.493 minutes, Δt:  0.0059, advective CFL: 5.00e-01, diffusive CFL: 8.37e-03
i:   2760, sim time:  29.090, wall time: 1.495 minutes, Δt:  0.0059, advective CFL: 5.02e-01, diffusive CFL: 8.37e-03
i:   2770, sim time:  29.149, wall time: 1.496 minutes, Δt:  0.0059, advective CFL: 5.02e-01, diffusive CFL: 8.37e-03
i:   2780, sim time:  29.208, wall time: 1.497 minutes, Δt:  0.0059, advective CFL: 5.02e-01, diffusive CFL: 8.37e-03
i:   2790, sim time:  29.267, wall time: 1.498 minutes, Δt:  0.0059, advective CFL: 5.01e-01, diffusive CFL: 8.37e-03
i:   2800, sim time:  29.326, wall time: 1.499 minutes, Δt:  0.0059, advective CFL: 5.00e-01, diffusive CFL: 8.40e-03
i:   2810, sim time:  29.385, wall time: 1.501 minutes, Δt:  0.0059, advective CFL: 5.00e-01, diffusive CFL: 8.40e-03
i:   2820, sim time:  29.445, wall time: 1.502 minutes, Δt:  0.0059, advective CFL: 5.03e-01, diffusive CFL: 8.40e-03
i:   2830, sim time:  29.504, wall time: 1.503 minutes, Δt:  0.0059, advective CFL: 5.14e-01, diffusive CFL: 8.40e-03
i:   2840, sim time:  29.563, wall time: 1.504 minutes, Δt:  0.0059, advective CFL: 5.21e-01, diffusive CFL: 8.40e-03
i:   2850, sim time:  29.623, wall time: 1.505 minutes, Δt:  0.0056, advective CFL: 5.00e-01, diffusive CFL: 7.98e-03
i:   2860, sim time:  29.679, wall time: 1.506 minutes, Δt:  0.0056, advective CFL: 5.02e-01, diffusive CFL: 7.98e-03
i:   2870, sim time:  29.735, wall time: 1.508 minutes, Δt:  0.0056, advective CFL: 5.01e-01, diffusive CFL: 7.98e-03
i:   2880, sim time:  29.792, wall time: 1.509 minutes, Δt:  0.0056, advective CFL: 4.98e-01, diffusive CFL: 7.98e-03
i:   2890, sim time:  29.848, wall time: 1.510 minutes, Δt:  0.0056, advective CFL: 4.93e-01, diffusive CFL: 7.98e-03
i:   2900, sim time:  29.905, wall time: 1.511 minutes, Δt:  0.0058, advective CFL: 5.00e-01, diffusive CFL: 8.19e-03
i:   2910, sim time:  29.962, wall time: 1.512 minutes, Δt:  0.0058, advective CFL: 4.93e-01, diffusive CFL: 8.19e-03
i:   2920, sim time:  30.017, wall time: 1.514 minutes, Δt:  0.0058, advective CFL: 4.85e-01, diffusive CFL: 8.19e-03
i:   2930, sim time:  30.075, wall time: 1.515 minutes, Δt:  0.0058, advective CFL: 4.82e-01, diffusive CFL: 8.19e-03
i:   2940, sim time:  30.133, wall time: 1.517 minutes, Δt:  0.0058, advective CFL: 4.79e-01, diffusive CFL: 8.19e-03
i:   2950, sim time:  30.191, wall time: 1.518 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.62e-03
i:   2960, sim time:  30.252, wall time: 1.519 minutes, Δt:  0.0061, advective CFL: 4.95e-01, diffusive CFL: 8.62e-03
i:   2970, sim time:  30.313, wall time: 1.520 minutes, Δt:  0.0061, advective CFL: 4.89e-01, diffusive CFL: 8.62e-03
i:   2980, sim time:  30.373, wall time: 1.521 minutes, Δt:  0.0061, advective CFL: 4.83e-01, diffusive CFL: 8.62e-03
i:   2990, sim time:  30.434, wall time: 1.522 minutes, Δt:  0.0061, advective CFL: 4.75e-01, diffusive CFL: 8.62e-03
i:   3000, sim time:  30.495, wall time: 1.524 minutes, Δt:  0.0065, advective CFL: 5.00e-01, diffusive CFL: 9.21e-03
i:   3010, sim time:  30.560, wall time: 1.525 minutes, Δt:  0.0065, advective CFL: 4.92e-01, diffusive CFL: 9.21e-03
i:   3020, sim time:  30.625, wall time: 1.526 minutes, Δt:  0.0065, advective CFL: 4.96e-01, diffusive CFL: 9.21e-03
i:   3030, sim time:  30.690, wall time: 1.527 minutes, Δt:  0.0065, advective CFL: 5.02e-01, diffusive CFL: 9.21e-03
i:   3040, sim time:  30.755, wall time: 1.528 minutes, Δt:  0.0065, advective CFL: 5.07e-01, diffusive CFL: 9.21e-03
i:   3050, sim time:  30.820, wall time: 1.529 minutes, Δt:  0.0063, advective CFL: 5.00e-01, diffusive CFL: 8.97e-03
i:   3060, sim time:  30.884, wall time: 1.531 minutes, Δt:  0.0063, advective CFL: 5.05e-01, diffusive CFL: 8.97e-03
i:   3070, sim time:  30.947, wall time: 1.532 minutes, Δt:  0.0063, advective CFL: 5.10e-01, diffusive CFL: 8.97e-03
i:   3080, sim time:  31.006, wall time: 1.533 minutes, Δt:  0.0063, advective CFL: 5.14e-01, diffusive CFL: 8.97e-03
i:   3090, sim time:  31.070, wall time: 1.535 minutes, Δt:  0.0063, advective CFL: 5.19e-01, diffusive CFL: 8.97e-03
i:   3100, sim time:  31.133, wall time: 1.536 minutes, Δt:  0.0060, advective CFL: 5.00e-01, diffusive CFL: 8.57e-03
i:   3110, sim time:  31.194, wall time: 1.537 minutes, Δt:  0.0060, advective CFL: 5.04e-01, diffusive CFL: 8.57e-03
i:   3120, sim time:  31.254, wall time: 1.538 minutes, Δt:  0.0060, advective CFL: 5.08e-01, diffusive CFL: 8.57e-03
i:   3130, sim time:  31.314, wall time: 1.539 minutes, Δt:  0.0060, advective CFL: 5.12e-01, diffusive CFL: 8.57e-03
i:   3140, sim time:  31.375, wall time: 1.540 minutes, Δt:  0.0060, advective CFL: 5.16e-01, diffusive CFL: 8.57e-03
i:   3150, sim time:  31.435, wall time: 1.542 minutes, Δt:  0.0058, advective CFL: 5.00e-01, diffusive CFL: 8.24e-03
i:   3160, sim time:  31.494, wall time: 1.543 minutes, Δt:  0.0058, advective CFL: 5.03e-01, diffusive CFL: 8.24e-03
i:   3170, sim time:  31.552, wall time: 1.544 minutes, Δt:  0.0058, advective CFL: 5.06e-01, diffusive CFL: 8.24e-03
i:   3180, sim time:  31.610, wall time: 1.545 minutes, Δt:  0.0058, advective CFL: 5.09e-01, diffusive CFL: 8.24e-03
i:   3190, sim time:  31.668, wall time: 1.546 minutes, Δt:  0.0058, advective CFL: 5.11e-01, diffusive CFL: 8.24e-03
i:   3200, sim time:  31.726, wall time: 1.547 minutes, Δt:  0.0057, advective CFL: 5.00e-01, diffusive CFL: 8.03e-03
i:   3210, sim time:  31.783, wall time: 1.549 minutes, Δt:  0.0057, advective CFL: 5.01e-01, diffusive CFL: 8.03e-03
i:   3220, sim time:  31.840, wall time: 1.550 minutes, Δt:  0.0057, advective CFL: 5.02e-01, diffusive CFL: 8.03e-03
i:   3230, sim time:  31.896, wall time: 1.551 minutes, Δt:  0.0057, advective CFL: 5.02e-01, diffusive CFL: 8.03e-03
i:   3240, sim time:  31.953, wall time: 1.552 minutes, Δt:  0.0057, advective CFL: 5.02e-01, diffusive CFL: 8.03e-03
i:   3250, sim time:  32.006, wall time: 1.554 minutes, Δt:  0.0057, advective CFL: 5.00e-01, diffusive CFL: 8.01e-03
i:   3260, sim time:  32.062, wall time: 1.555 minutes, Δt:  0.0057, advective CFL: 4.98e-01, diffusive CFL: 8.01e-03
i:   3270, sim time:  32.119, wall time: 1.556 minutes, Δt:  0.0057, advective CFL: 4.96e-01, diffusive CFL: 8.01e-03
i:   3280, sim time:  32.175, wall time: 1.557 minutes, Δt:  0.0057, advective CFL: 4.93e-01, diffusive CFL: 8.01e-03
i:   3290, sim time:  32.232, wall time: 1.559 minutes, Δt:  0.0057, advective CFL: 4.89e-01, diffusive CFL: 8.01e-03
i:   3300, sim time:  32.289, wall time: 1.560 minutes, Δt:  0.0058, advective CFL: 5.00e-01, diffusive CFL: 8.26e-03
i:   3310, sim time:  32.347, wall time: 1.561 minutes, Δt:  0.0058, advective CFL: 4.95e-01, diffusive CFL: 8.26e-03
i:   3320, sim time:  32.405, wall time: 1.562 minutes, Δt:  0.0058, advective CFL: 4.90e-01, diffusive CFL: 8.26e-03
i:   3330, sim time:  32.464, wall time: 1.563 minutes, Δt:  0.0058, advective CFL: 4.84e-01, diffusive CFL: 8.26e-03
i:   3340, sim time:  32.522, wall time: 1.564 minutes, Δt:  0.0058, advective CFL: 4.78e-01, diffusive CFL: 8.26e-03
i:   3350, sim time:  32.580, wall time: 1.566 minutes, Δt:  0.0062, advective CFL: 5.00e-01, diffusive CFL: 8.76e-03
i:   3360, sim time:  32.642, wall time: 1.567 minutes, Δt:  0.0062, advective CFL: 4.93e-01, diffusive CFL: 8.76e-03
i:   3370, sim time:  32.704, wall time: 1.568 minutes, Δt:  0.0062, advective CFL: 4.85e-01, diffusive CFL: 8.76e-03
i:   3380, sim time:  32.766, wall time: 1.569 minutes, Δt:  0.0062, advective CFL: 4.78e-01, diffusive CFL: 8.76e-03
i:   3390, sim time:  32.828, wall time: 1.570 minutes, Δt:  0.0062, advective CFL: 4.71e-01, diffusive CFL: 8.76e-03
i:   3400, sim time:  32.889, wall time: 1.571 minutes, Δt:  0.0067, advective CFL: 5.00e-01, diffusive CFL: 9.44e-03
i:   3410, sim time:  32.956, wall time: 1.573 minutes, Δt:  0.0067, advective CFL: 4.96e-01, diffusive CFL: 9.44e-03
i:   3420, sim time:  33.020, wall time: 1.574 minutes, Δt:  0.0067, advective CFL: 4.99e-01, diffusive CFL: 9.44e-03
i:   3430, sim time:  33.087, wall time: 1.575 minutes, Δt:  0.0067, advective CFL: 5.01e-01, diffusive CFL: 9.44e-03
i:   3440, sim time:  33.153, wall time: 1.577 minutes, Δt:  0.0067, advective CFL: 5.04e-01, diffusive CFL: 9.44e-03
i:   3450, sim time:  33.220, wall time: 1.578 minutes, Δt:  0.0066, advective CFL: 5.00e-01, diffusive CFL: 9.31e-03
i:   3460, sim time:  33.286, wall time: 1.579 minutes, Δt:  0.0066, advective CFL: 5.03e-01, diffusive CFL: 9.31e-03
i:   3470, sim time:  33.351, wall time: 1.580 minutes, Δt:  0.0066, advective CFL: 5.06e-01, diffusive CFL: 9.31e-03
i:   3480, sim time:  33.417, wall time: 1.581 minutes, Δt:  0.0066, advective CFL: 5.09e-01, diffusive CFL: 9.31e-03
i:   3490, sim time:  33.483, wall time: 1.582 minutes, Δt:  0.0066, advective CFL: 5.12e-01, diffusive CFL: 9.31e-03
i:   3500, sim time:  33.549, wall time: 1.584 minutes, Δt:  0.0064, advective CFL: 5.00e-01, diffusive CFL: 9.04e-03
i:   3510, sim time:  33.612, wall time: 1.585 minutes, Δt:  0.0064, advective CFL: 5.03e-01, diffusive CFL: 9.04e-03
i:   3520, sim time:  33.676, wall time: 1.586 minutes, Δt:  0.0064, advective CFL: 5.05e-01, diffusive CFL: 9.04e-03
i:   3530, sim time:  33.740, wall time: 1.587 minutes, Δt:  0.0064, advective CFL: 5.07e-01, diffusive CFL: 9.04e-03
i:   3540, sim time:  33.804, wall time: 1.588 minutes, Δt:  0.0064, advective CFL: 5.09e-01, diffusive CFL: 9.04e-03
i:   3550, sim time:  33.868, wall time: 1.589 minutes, Δt:  0.0063, advective CFL: 5.00e-01, diffusive CFL: 8.85e-03
i:   3560, sim time:  33.930, wall time: 1.591 minutes, Δt:  0.0063, advective CFL: 5.01e-01, diffusive CFL: 8.85e-03
i:   3570, sim time:  33.993, wall time: 1.592 minutes, Δt:  0.0063, advective CFL: 5.03e-01, diffusive CFL: 8.85e-03
i:   3580, sim time:  34.050, wall time: 1.593 minutes, Δt:  0.0063, advective CFL: 5.04e-01, diffusive CFL: 8.85e-03
i:   3590, sim time:  34.113, wall time: 1.595 minutes, Δt:  0.0063, advective CFL: 5.05e-01, diffusive CFL: 8.85e-03
i:   3600, sim time:  34.175, wall time: 1.596 minutes, Δt:  0.0062, advective CFL: 5.00e-01, diffusive CFL: 8.75e-03
i:   3610, sim time:  34.237, wall time: 1.597 minutes, Δt:  0.0062, advective CFL: 5.01e-01, diffusive CFL: 8.75e-03
i:   3620, sim time:  34.299, wall time: 1.598 minutes, Δt:  0.0062, advective CFL: 5.02e-01, diffusive CFL: 8.75e-03
i:   3630, sim time:  34.360, wall time: 1.599 minutes, Δt:  0.0062, advective CFL: 5.03e-01, diffusive CFL: 8.75e-03
i:   3640, sim time:  34.422, wall time: 1.600 minutes, Δt:  0.0062, advective CFL: 5.03e-01, diffusive CFL: 8.75e-03
i:   3650, sim time:  34.484, wall time: 1.602 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.68e-03
i:   3660, sim time:  34.545, wall time: 1.603 minutes, Δt:  0.0061, advective CFL: 5.01e-01, diffusive CFL: 8.68e-03
i:   3670, sim time:  34.606, wall time: 1.604 minutes, Δt:  0.0061, advective CFL: 5.01e-01, diffusive CFL: 8.68e-03
i:   3680, sim time:  34.668, wall time: 1.605 minutes, Δt:  0.0061, advective CFL: 5.02e-01, diffusive CFL: 8.68e-03
i:   3690, sim time:  34.729, wall time: 1.606 minutes, Δt:  0.0061, advective CFL: 5.02e-01, diffusive CFL: 8.68e-03
i:   3700, sim time:  34.790, wall time: 1.607 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.63e-03
i:   3710, sim time:  34.851, wall time: 1.609 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.63e-03
i:   3720, sim time:  34.912, wall time: 1.610 minutes, Δt:  0.0061, advective CFL: 5.01e-01, diffusive CFL: 8.63e-03
i:   3730, sim time:  34.973, wall time: 1.611 minutes, Δt:  0.0061, advective CFL: 5.01e-01, diffusive CFL: 8.63e-03
i:   3740, sim time:  35.030, wall time: 1.613 minutes, Δt:  0.0061, advective CFL: 5.01e-01, diffusive CFL: 8.63e-03
i:   3750, sim time:  35.091, wall time: 1.614 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.61e-03
i:   3760, sim time:  35.152, wall time: 1.615 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.61e-03
i:   3770, sim time:  35.213, wall time: 1.616 minutes, Δt:  0.0061, advective CFL: 5.00e-01, diffusive CFL: 8.61e-03
i:   3780, sim time:  35.274, wall time: 1.617 minutes, Δt:  0.0061, advective CFL: 4.99e-01, diffusive CFL: 8.61e-03
